"台州市天台县第七医院","杭州市滨江区益寿堂药堂","平房乡黄杉木店路产业园区4号院106室","13602362380"
"台州市天台县第八军医医院","温州市龙湾区神农药店","永外果园8号欣雅汇生活广场4F-16","13204100165"
"台州市天台县第八医院","金华市金东区为民大药房","力源里东恒时代一期北门东50米","15107166303"
"台州市天台县鼓楼医院","宁波市江北区君益药堂","知春路城铁站对面","15600947528"
"台州市椒江区国泰医院","杭州市拱墅区诚信药堂","赵公口光彩慧时欣园10号楼","15007980179"
"台州市椒江区第一解放医院","绍兴市新昌县合康药堂","北苑南路格林豪泰酒店底商","13000617201"
"台州市椒江区第七医院","杭州市余杭区安馨药堂","黄村镇兴华南路1号2幢平房31号","13907665882"
"台州市椒江区第三医院","台州市椒江区康美大药房","北新桥头条55号","15907645478"
"台州市椒江区第二医院","宁波市象山县永寿堂草堂","中关村大街59号中国人民大学西门南侧","15607485128"
"台州市路桥区国泰医院","杭州市富阳区仁心医药超市","宣武门外大街甲1号环球财讯中心A座B1楼","13504676785"
"台州市路桥区妇幼保健医院","金华市浦江县华佗药堂","东三环长虹桥东南","13608307619"
"台州市路桥区第六医院","绍兴市新昌县九久堂药堂","北京王府井大街大沙帽胡同1号乐语宾馆一层","15203123386"
"台州市路桥区脑科医院","台州市天台县诚信大药房","东四北大街343号银地宾馆2楼","15600026701"
"台州市黄岩区第一医院","衢州市常山县德济堂药堂","大成路吴家村路甲1号","13207025586"
"台州市黄岩区第八军医医院","温州市鹿城区康乐堂大药房","青东商务区青竹宾馆一楼","13306806370"
"台州市黄岩区第八医院","绍兴市越城区又一春草堂","朝阳公园西路9号九号公寓2号楼18单元301室朝园收藏对面","13803200923"
"台州市黄岩区第四医院","杭州市上城区益生堂大药店药堂","建国门内大街18号恒基中心商场2楼23号商铺","13203561689"
"嘉兴市南湖区中医院","宁波市海曙区福济药店","金台里甲15号万惠商场3楼","13900169078"
"嘉兴市南湖区机关医院","杭州市江干区君益药店","十渡镇九渡民俗村涞宝路蹦极对面","13708132886"
"嘉兴市南湖区第三军医医院","金华市武义县仁德药店","王四营桥南西门面20号","15907755714"
"嘉兴市南湖区第八医院","衢州市衢江区铭心大药铺","慧华苑小区门面房","15207822447"
"嘉兴市嘉善县第一医院","金华市磐安县为民药店","赵公口桥南光彩路慧时欣园10号楼如家酒店一层","13903895615"
"嘉兴市嘉善县第三军医医院","衢州市柯城区康美药店","百子湾甲12号大成国际中心C座5楼","13102902878"
"嘉兴市嘉善县第八军医医院","杭州市拱墅区泰安堂药店","北太平庄路25号17栋豪威大厦B座首层","15703140566"
"嘉兴市嘉善县第六医院","台州市黄岩区益寿堂草堂","吴家场路1号悦邻购物西侧底商","13007970393"
"嘉兴市海盐县中医院","宁波市北仑区康乐堂草堂","八宝庄小区11号楼","13103754882"
"嘉兴市海盐县男性医院","台州市椒江区如意药店","酒仙桥路大山子13号三楼","15301835081"
"嘉兴市海盐县第一解放医院","嘉兴市秀洲区铭心草堂","卢沟桥宛平城内街8A","13708232454"
"嘉兴市海盐县第七医院","潮州市吴兴区药博士药堂","王四营桥南西门面20号","13802183007"
"嘉兴市海盐县第八军医医院","台州市椒江区泰安堂草堂","松曹路","13505887749"
"嘉兴市海盐县鼓楼医院","温州市泰顺县黄药师大药铺","土桥中街","15905602368"
"嘉兴市秀洲区中心医院","温州市瓯海区华佗大药铺","闹市口大街35号","15003988050"
"嘉兴市秀洲区妇幼保健医院","杭州市下城区太医堂大药房","慧忠路亚运村安慧里2区4号楼","15003656414"
"嘉兴市秀洲区第三医院","金华市婺城区神农大药房","八角北路杨庄小区","15300480400"
"宁波市北仑区第一解放医院","绍兴市柯桥区益寿堂药堂","南四环中路城南嘉园14号楼华联公益西桥购物中心4层","15507553168"
"宁波市北仑区脑科医院","嘉兴市秀洲区诚信草堂","垂杨柳北里2号楼对面","15205384393"
"宁波市北仑区鼓楼医院","台州市仙居县华佗草堂","亚运村安慧里一区四号楼1楼","15601189009"
"宁波市奉化区中医院","绍兴市越城区济德药店医药超市","三里河东路5号中商大厦B1楼","13605220467"
"宁波市奉化区第四医院","台州市仙居县济德药店药堂","前门煤市街排子胡同17号","13608680375"
"宁波市宁海县机关医院","绍兴市新昌县百信草堂","牡丹园甲2号院 同观商业楼1层","13405560181"
"宁波市江北区机关医院","嘉兴市秀洲区华佗大药铺","玉泉西里二区38号楼-1层D06商业","13403732789"
"宁波市海曙区中心医院","杭州市滨江区回春堂大药房","康庄镇一街晨光南街2巷5号","13501023646"
"宁波市海曙区第一医院","杭州市上城区百草堂药堂","北洼路30号天顺仁和写字楼A座二层","15305103139"
"宁波市海曙区第三军医医院","杭州市建德市泰安堂药店","广顺南大街望京园609号楼2层218-2室","13103544050"
"宁波市海曙区第四医院","衢州市龙游县福济医药超市","西客站南广场东侧大方饭店三层","13805057781"
"宁波市鄞州区国泰医院","杭州市江干区永寿堂药店","西大望路珠江帝景F区底商12号","13607875083"
"宁波市鄞州区第一解放医院","杭州市淳安县百健药店","迎宾中路40号","15101738582"
"宁波市鄞州区第三医院","宁波市镇海区泰安堂大药房","湖景东路新奥购物中心东A口","13401940726"
"宁波市镇海区中心医院","宁波市奉化区时珍草堂","东大街20号","13602746021"
"宁波市镇海区耳鼻喉医院","潮州市安吉县德济堂医药超市","田村路43号京粮广场南3层","15305024784"
"杭州市上城区妇幼保健医院","衢州市柯城区济德药店草堂","旧宫镇树桥村酒厂路","15805108896"
"杭州市上城区第八军医医院","台州市路桥区永寿堂草堂","复兴路69号院2号华熙LIVE.hi-up东区B1层","13308600676"
"杭州市上城区第八医院","杭州市余杭区知元医药超市","阜成路白堆子地铁口C口","13408535167"
"杭州市下城区第七医院","金华市婺城区百健大药房","永外路果园8号合生广场4层","13407983018"
"杭州市下城区第二医院","金华市磐安县益寿堂药堂","香山一棵松29号","15606993976"
"杭州市临安区妇幼保健医院","宁波市象山县永寿堂药堂","东三环南路13号","13103944146"
"杭州市临安区第一解放医院","宁波市北仑区济世大药房","北土城东路与樱花东街交口东120米路南","13102521467"
"杭州市临安区第三军医医院","杭州市桐庐县九久堂草堂","定福庄路西50米","13908057561"
"杭州市临安区第六医院","衢州市衢江区初元大药铺医药超市","文昌胡同42号","15604672172"
"杭州市余杭区中医院","绍兴市柯桥区黄药师药堂","机场北街8号院2幢航港国际大厦","13200691170"
"杭州市余杭区国泰医院","温州市永嘉县回春堂大药房","中关村大街59号中国人民大学西门南侧","13600515830"
"杭州市余杭区第三军医医院","杭州市滨江区初元大药铺草堂","前海北沿15号","13506191555"
"杭州市富阳区国泰医院","金华市浦江县济世医药超市","团河路69号商业楼一层","13401398677"
"杭州市富阳区第三医院","宁波市宁海县福康医药超市","高碑店c区","15604691521"
"杭州市建德市第一解放医院","杭州市滨江区如意草堂","赵公口光彩慧时欣园10号楼","15505557683"
"杭州市建德市第六医院","温州市洞头区药博士药堂","雁栖镇莲花池村158号巴克公社内","13603378154"
"杭州市拱墅区第一医院","杭州市淳安县益寿堂大药房","花家地东路5号","13000070889"
"杭州市拱墅区第一解放医院","绍兴市柯桥区仁心大药房","雍和宫青龙胡同育树三条8号","13608174885"
"杭州市拱墅区第三军医医院","宁波市奉化区雅康药堂","黄村镇兴华南路1号2幢平房31号","15604601033"
"杭州市拱墅区第六医院","杭州市江干区益生堂大药店大药铺","北苑路108号","15906314719"
"杭州市拱墅区耳鼻喉医院","宁波市象山县药博士大药铺","苹果园南路东口乐活美食汇五层","15904601509"
"杭州市拱墅区脑科医院","温州市永嘉县百信大药铺","高楼村5号","15904405074"
"杭州市桐庐县妇幼保健医院","台州市三门县铭心草堂","永兴路七号院龙湖大兴天街购物中心4层","13102778322"
"杭州市桐庐县第三军医医院","嘉兴市秀洲区永寿堂草堂","大慧寺路18号","15301727252"
"杭州市桐庐县耳鼻喉医院","金华市武义县德济堂大药房","潘家园东路华威西里55号","15502773805"
"杭州市桐庐县鼓楼医院","衢州市常山县知元药堂","文昌胡同42号","13807662350"
"杭州市江干区第一医院","宁波市宁海县福康药堂","四季青镇北坞村西侧北坞嘉园北里A地块公建B27#3层3-7轴","15600117094"
"杭州市江干区第七医院","台州市路桥区益寿堂大药铺","北苑南路格林豪泰酒店底商","15008710798"
"杭州市江干区第八军医医院","台州市路桥区初元大药铺药店","西三旗西一里15号","15100908432"
"杭州市江干区耳鼻喉医院","杭州市江干区黄药师药店","青年路西里2号院6号楼1层商业B106","13407467701"
"杭州市淳安县男性医院","绍兴市越城区海棠医药超市","潘家园东路华威西里55号","13905505200"
"杭州市淳安县第七医院","杭州市富阳区海棠草堂","皇木厂路3号院","13306614176"
"杭州市淳安县第二医院","杭州市江干区悦心草堂","黄村兴华北路(二段)78号院79号","13105211944"
"杭州市淳安县第八军医医院","温州市鹿城区合康药店","西山美庐","13007442539"
"杭州市淳安县耳鼻喉医院","潮州市吴兴区华佗草堂","十里河闽龙广场4楼美食城","13908060884"
"杭州市淳安县脑科医院","宁波市镇海区为民大药铺","东坝路百分百旁","13007613497"
"杭州市滨江区妇幼保健医院","衢州市衢江区药博士大药房","十渡镇九渡村","15501030338"
"杭州市滨江区机关医院","杭州市建德市仁心大药房","良乡长虹小区南门内100米","13508744338"
"杭州市滨江区男性医院","温州市鹿城区初元大药铺药堂","富力阳光美园","13003338562"
"杭州市滨江区第二医院","宁波市海曙区诚信药店","前门大街97号三层","13408706967"
"杭州市滨江区第六医院","杭州市淳安县又一春草堂","东桥杆胡同与鼓楼西大街交叉口西南100米","15905465772"
"杭州市滨江区耳鼻喉医院","潮州市长兴县为民大药房","名佳花园三区1号商","15308144699"
"杭州市萧山区第三医院","温州市瓯海区诚信大药铺","建国门外大街1号国贸大酒店4层","15704086219"
"杭州市萧山区第二医院","金华市磐安县康乐堂药店","香江北路康营24期","15306560119"
"杭州市西湖区中医院","潮州市吴兴区济世医药超市","护国寺大街67-69号","13405858284"
"杭州市西湖区妇幼保健医院","衢州市龙游县济世药堂","永顺镇龙旺庄西路耿庄桥北500米路东","15505611387"
"杭州市西湖区第八军医医院","温州市永嘉县宝仁堂草堂","广渠路c号","13302594530"
"杭州市西湖区第八医院","绍兴市越城区为民医药超市","杨庄路70号院内（公社1958创意园内）杨庄医院丁字路口东南角","15701634517"
"温州市平阳县中医院","潮州市吴兴区天地人大药铺","西大望路北工大附近","13407966888"
"温州市平阳县第七医院","绍兴市柯桥区御太坊 草堂","北苑家园清友园东侧4号楼","15204111705"
"温州市平阳县第三军医医院","温州市永嘉县海棠大药铺","宫霄国际中心一层东北角","13101911565"
"温州市平阳县第三医院","绍兴市越城区康美大药铺","亦庄经济技术开发区荣华南路9号院2号楼","13603996124"
"温州市文成县国泰医院","杭州市西湖区百信药店","慧华苑小区门面房","13202525738"
"温州市文成县妇幼保健医院","温州市文成县安馨药店","永安路175号","13906887900"
"温州市文成县第八医院","温州市文成县天地人药堂","大井桥南202号","15202068284"
"温州市永嘉县妇幼保健医院","台州市路桥区初元大药铺草堂","外环路附近","15608514569"
"温州市永嘉县第二医院","衢州市开化县回春堂药店","地坛医院南门对面","13204637879"
"温州市永嘉县第八军医医院","杭州市富阳区太医堂草堂","北太平庄路25号17栋豪威大厦B座首层","15306774579"
"温州市永嘉县第四医院","台州市黄岩区时珍药店","东直门内大街5号","15708134345"
"温州市泰顺县男性医院","温州市鹿城区百源医药超市","东直门外大街42号三层","13808104443"
"温州市泰顺县脑科医院","温州市文成县华佗医药超市","甜水园东街7号","15707472379"
"温州市洞头区第七医院","杭州市淳安县神农大药铺","力源里东恒时代一期北门东50米","13206012739"
"温州市瓯海区机关医院","杭州市富阳区九久堂药店","林大北路东口，大华电子南门对面","15900773045"
"温州市瓯海区第三军医医院","杭州市临安区知元药店","阜通东大街花家地30号楼","15500476202"
"温州市瓯海区第四医院","宁波市北仑区德济堂大药房","中关村南大街甲12号寰太大厦1楼","15502307706"
"温州市瓯海区鼓楼医院","绍兴市上虞区泰安堂药店","清河中街68号华润五彩城购物中心西区4层","13906336399"
"温州市苍南县机关医院","杭州市淳安县永和大药铺","杨镇汉石桥湿地停车场向北800米","15102800575"
"温州市苍南县第一解放医院","台州市仙居县济德药店医药超市","永兴路七号院龙湖大兴天街购物中心3层","15605929014"
"温州市苍南县第三军医医院","杭州市余杭区铭心药店","皇木厂路3号院","15600994574"
"温州市苍南县第二医院","金华市婺城区安馨药堂","百子湾甲12号大成国际中心C座5楼","13507826520"
"温州市苍南县第八军医医院","潮州市南浔区太医堂药店","平房天主堂南门向西一百米","13901101342"
"温州市苍南县耳鼻喉医院","衢州市龙游县康美大药房","五棵松金沟河路19号，玉泉路与永定路中间","13505198471"
"温州市鹿城区妇幼保健医院","台州市路桥区为民药堂","大黄庄222号","13501368378"
"温州市鹿城区机关医院","杭州市淳安县百草堂草堂","三里屯北路19号三里屯太古里北区3层","13301352399"
"温州市鹿城区第一医院","绍兴市越城区御太坊 大药房","高楼村5号","13901138876"
"温州市鹿城区第四医院","台州市天台县药博士药堂","华润万家二楼","13504687809"
"温州市鹿城区耳鼻喉医院","绍兴市柯桥区仁心药堂","工体北路13号世茂广场·工三4层","13007667258"
"温州市龙湾区第一解放医院","嘉兴市海盐县福康草堂","刘林池北京世博贸易有限公司","13605838370"
"温州市龙湾区第八军医医院","金华市磐安县世安堂药堂","黄徐路12号","13308794515"
"潮州市南浔区机关医院","宁波市江北区德济堂大药房","广安门外南滨河路87号","13603140912"
"潮州市南浔区第七医院","潮州市南浔区太医堂药堂","双清路双清综合楼北","15305934858"
"潮州市南浔区第三医院","金华市浦江县安康草堂","紫竹院南路外文文化创意园","13307207485"
"潮州市吴兴区中医院","衢州市柯城区知元药堂","前门大街30号","13508730539"
"潮州市吴兴区男性医院","杭州市拱墅区药博士大药铺","南四环中路城南嘉园14号楼华联公益西桥购物中心4层","15900353723"
"潮州市吴兴区第三医院","杭州市西湖区百健医药超市","青年湖西里4号附近","15304238975"
"潮州市吴兴区第八军医医院","潮州市南浔区世安堂大药铺","清华西路28号圆明园小南园","15001214087"
"潮州市安吉县妇幼保健医院","嘉兴市南湖区福康医药超市","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","15306013321"
"潮州市安吉县男性医院","杭州市建德市福康大药房","万丰路小井桥往南100米路西","15904223978"
"潮州市安吉县第六医院","绍兴市越城区如意草堂","北四环西路出口","13501791134"
"潮州市德清县中医院","绍兴市新昌县康乐堂医药超市","朝阳路69号财满街一期1号楼","13400987913"
"潮州市德清县机关医院","温州市平阳县回春堂大药铺","小汤山镇后牛坊村北乐乐草莓采摘园西侧","13002382853"
"潮州市德清县第一医院","金华市金东区神农医药超市","车站路37号","13103931336"
"潮州市德清县第七医院","绍兴市上虞区初元大药铺草堂","CBD东三环中7号财富中心4号楼E203","13406244544"
"潮州市德清县第八军医医院","温州市瓯海区知元医药超市","台湖镇铺西路益万方农贸市场旁","13401431372"
"潮州市德清县耳鼻喉医院","杭州市建德市康美草堂","宏达路东口南150米","15201727564"
"潮州市长兴县中心医院","嘉兴市嘉善县百草堂药店","八角西街","15605905287"
"潮州市长兴县妇幼保健医院","衢州市龙游县华佗大药铺","东亚五环国际地商4号","15501323818"
"潮州市长兴县男性医院","温州市洞头区百健大药房","长兴路12号中体奥园一区","13005507100"
"绍兴市上虞区中医院","杭州市下城区仁德医药超市","定福庄路西50米","13000422813"
"绍兴市上虞区第一解放医院","金华市金东区福济药店","广顺南大街望京园609号楼2层218-2室","13901697147"
"绍兴市上虞区脑科医院","温州市瓯海区永和药堂","土桥站锦武私房菜","13104775881"
"绍兴市新昌县国泰医院","杭州市临安区九久堂医药超市","光华路15号伯豪瑞廷3层","15503473890"
"绍兴市新昌县第一解放医院","宁波市宁海县永和大药铺","十三陵镇涧头村","13803868909"
"绍兴市新昌县第三军医医院","嘉兴市南湖区黄药师大药房","陶然亭路39号","15306764233"
"绍兴市新昌县第三医院","嘉兴市海盐县君益药堂","北土城西路（瑞洁加油站西侧）和木TheHome私厨","13705841310"
"绍兴市新昌县第二医院","杭州市桐庐县永寿堂大药铺","京加路怀北庄村国科大学北门北行200米路东","15706672458"
"绍兴市新昌县第八医院","杭州市桐庐县回春堂大药房","槐房南路6号院万达广场四层4010室","15707530833"
"绍兴市新昌县耳鼻喉医院","衢州市常山县神农药堂","中关村东路清华科技园·启迪科技大厦A座1层","13905225986"
"绍兴市柯桥区第一医院","绍兴市柯桥区德济堂大药铺","王四营桥南西门面20号","13907863994"
"绍兴市柯桥区第六医院","杭州市萧山区世安堂大药房","广顺北大街16号望京华彩商业中心4层","13607437950"
"绍兴市越城区中医院","金华市金东区百健大药房","北苑家园清友园东侧4号楼","15908493202"
"绍兴市越城区机关医院","温州市永嘉县如意草堂","西什库大街31-42号","15003020431"
"绍兴市越城区第六医院","台州市椒江区悦心草堂","朝阳门外大街38号保罗大厦1层","13902837195"
"衢州市常山县中心医院","杭州市建德市悦心药店","左家庄柳芳北里甲12号","13104024130"
"衢州市常山县第一解放医院","杭州市江干区如意大药铺","月坛西街甲2号","15601934433"
"衢州市常山县第三医院","杭州市桐庐县黄药师药堂","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号","15504922408"
"衢州市开化县中心医院","温州市苍南县海棠药店","田村路43号京粮广场南3层","13600185477"
"衢州市开化县机关医院","杭州市上城区济德药店药堂","王府井大街301号东华金街购物中心6层","13008702302"
"衢州市开化县男性医院","衢州市龙游县药博士大药房","东直门南大街1号北京来福士5层","13102318827"
"衢州市开化县第一医院","金华市金东区雅康药店","香山买卖街乙58号","13207061421"
"衢州市开化县第一解放医院","嘉兴市秀洲区益生堂大药店草堂","呼家楼京广中心瑰丽酒店三层","13502403124"
"衢州市开化县第三军医医院","杭州市拱墅区百信草堂","和平里七区三十号楼1号底商","15607272989"
"衢州市开化县第三医院","衢州市开化县海棠药店","崔各庄乡马泉营村八金马旁","15203472249"
"衢州市开化县第八医院","宁波市宁海县康美医药超市","闹市口大街35号","13904482142"
"衢州市开化县脑科医院","宁波市鄞州区济世大药房","望京旺角购物广场负一层","13601124507"
"衢州市柯城区第二医院","台州市椒江区如意药店","阜石路当代商城北侧停车场104号","13103165685"
"衢州市衢江区妇幼保健医院","衢州市开化县如意药店","南三里屯路复星国际对面","13408672013"
"衢州市衢江区第八医院","宁波市海曙区九久堂医药超市","良乡长虹小区南门内100米","13307856254"
"衢州市龙游县中心医院","宁波市宁海县海棠草堂","朝阳门北大街2号港澳中心酒店1楼","15900850945"
"衢州市龙游县鼓楼医院","衢州市柯城区诚信药堂","西便门西里3号楼","15904625906"
"金华市婺城区中心医院","杭州市萧山区太医堂药店","十三陵昭陵村西侧","15908095744"
"金华市婺城区第八医院","金华市武义县神农草堂","罗马湖左堤路1号","15005028187"
"金华市婺城区第六医院","宁波市镇海区铭心草堂","崔各庄马泉营一区","15900205573"
"金华市武义县国泰医院","宁波市鄞州区百健药店","永安路175号","13803915930"
"金华市武义县第七医院","台州市黄岩区铭心医药超市","白纸坊桥西路北100米","13603020236"
"金华市武义县鼓楼医院","宁波市北仑区永和大药房","花乡奥莱村07301号","13207728794"
"金华市浦江县第一解放医院","嘉兴市嘉善县神农药店","永外路果园8号合生广场4层","15705931455"
"金华市浦江县第八医院","温州市瓯海区福康医药超市","右安门外玉林小区二条","15004192124"
"金华市浦江县第六医院","温州市鹿城区福康大药房","东城家乐福后门对面","15206911586"
"金华市浦江县脑科医院","杭州市西湖区泰安堂药店","建国门内大街18号恒基中心商场2楼23号商铺","13906570405"
"金华市浦江县鼓楼医院","潮州市德清县永寿堂大药房","宋庄路67号首开福茂3层","13207035703"
"金华市磐安县中心医院","绍兴市上虞区神农医药超市","金业大街玺莲水果蔬菜超市旁","13007044184"
"金华市磐安县妇幼保健医院","温州市瓯海区安馨大药铺","永外果园8号欣雅汇生活广场4F-16","13904726998"
"金华市磐安县脑科医院","宁波市鄞州区宝仁堂医药超市","杨镇汉石桥湿地停车场向北800米","13302281009"
"金华市金东区妇幼保健医院","杭州市建德市仁心草堂","丰台镇富丰路2号星火科技大厦2楼","15903724813"
"金华市金东区第一医院","绍兴市上虞区诚信药堂","小瓦窑小屯路4号院1号楼","13901592597"
"金华市金东区第一解放医院","温州市洞头区济世医药超市","东城家乐福后门对面","13001106559"
"金华市金东区第七医院","嘉兴市嘉善县安馨大药铺","厂洼东一街3号","13202807478"
"金华市金东区第八军医医院","杭州市江干区知元草堂","长兴路12号中体奥园一区","13008717690"
"金华市金东区第六医院","杭州市建德市九久堂大药房","住邦2000商务中心5号楼","15003641907"
